testype	name1	name2	ceiling1	floor1	ceiling2	floor2	meandate1	meandate2	acc1	acc2	alienacc1	alienacc2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1
self1	Fantasy-Not-War_randomA	Fantasy-Not-War_randomB					1995.915	1995.975	0.87	0.835	0.9	0.89	1.4543423491	1.39335848124	1.51532621696	-0.0425	-0.055	-0.03
self1	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
crossBA	Fantasy-Not-War_randomB	War-Not-Fantasy_randomA					1995.975	1970.59	0.835	0.855	0.57	0.58	0.510035644256	0.413456117399	0.606615171113	0.27	0.275	0.265
crossBA	SubjDetective_randomB	SubjHumor_randomA					1978.355	1924.88	0.915	0.93	0.46	0.49	0.101540390373	0.251530866238	-0.0484500854933	0.4475	0.44	0.455
self2	War-Not-Fantasy_randomA	War-Not-Fantasy_randomB					1970.59	1970.47	0.855	0.855	0.91	0.935	1.1603888841	1.21553439372	1.10524337448	-0.0675	-0.08	-0.055
self2	SubjHumor_randomA	SubjHumor_randomB					1924.88	1924.1	0.93	0.945	0.91	0.935	1.65905798076	1.67771435905	1.64040160248	0.015	0.01	0.02
crossAB	Fantasy_randomA	Mystery_randomB					1995.69	1981.17	0.865	0.835	0.465	0.485	-0.146834273283	-0.157632683107	-0.136035863459	0.375	0.35	0.4
crossAB	SubjDetective_randomA	SubjFairytales_randomB					1978.085	1925.8989898989898	0.875	0.964646464646	0.47	0.439393939394	-0.47642733071	-0.464334233519	-0.4885204279	0.465126262626	0.525252525253	0.405
self1	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
self1	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
crossBA	Fantasy_randomB	Mystery_randomA					1995.81	1981.645	0.865	0.82	0.475	0.46	-0.177320661888	-0.158712275144	-0.195929048631	0.375	0.36	0.39
crossBA	SubjDetective_randomB	SubjFairytales_randomA					1978.355	1924.03	0.915	0.96	0.48	0.435	-0.483973380445	-0.553386576705	-0.414560184184	0.48	0.525	0.435
self2	Mystery_randomA	Mystery_randomB					1981.645	1981.17	0.82	0.835	0.89	0.885	1.28390540267	1.3766992943	1.19111151105	-0.06	-0.05	-0.07
self2	SubjFairytales_randomA	SubjFairytales_randomB					1924.03	1925.8989898989898	0.96	0.964646464646	0.975	0.969696969697	1.76169841702	1.77707449576	1.74632233828	-0.0100252525253	-0.00505050505051	-0.015
crossAB	Fantasy-Not-Novel_randomA	Novel-Not-Fantasy_randomB					1995.6313131313132	1981.621212121212	0.853535353535	0.560606060606	0.510101010101	0.555555555556	0.0430627024007	0.0256924614106	0.0604329433908	0.174242424242	0.0050505050505	0.343434343434
self1	Fantasy-Not-Novel_randomA	Fantasy-Not-Novel_randomB					1995.6313131313132	1995.7424242424242	0.853535353535	0.818181818182	0.914141414141	0.888888888889	1.5239784406	1.37650781195	1.67144906924	-0.0656565656566	-0.0707070707071	-0.0606060606061
crossAB	SubjDetective_randomA	SubjShortstoriesAmerican_randomB					1978.085	1968.775	0.875	0.805	0.545	0.465	0.0815089160897	0.0549746879153	0.108043144264	0.335	0.34	0.33
crossBA	Fantasy-Not-Novel_randomB	Novel-Not-Fantasy_randomA					1995.7424242424242	1981.4242424242425	0.818181818182	0.550505050505	0.545454545455	0.515151515152	0.222640472274	0.139334198412	0.305946746136	0.15404040404	0.0353535353535	0.272727272727
self1	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
self2	Novel-Not-Fantasy_randomA	Novel-Not-Fantasy_randomB					1981.4242424242425	1981.621212121212	0.550505050505	0.560606060606	0.762626262626	0.691919191919	0.211580654371	0.233241492582	0.189919816161	-0.171717171717	-0.131313131313	-0.212121212121
crossBA	SubjDetective_randomB	SubjShortstoriesAmerican_randomA					1978.355	1968.11	0.915	0.78	0.56	0.465	0.171029997566	0.162603096835	0.179456898297	0.335	0.315	0.355
self2	SubjShortstoriesAmerican_randomA	SubjShortstoriesAmerican_randomB					1968.11	1968.775	0.78	0.805	0.805	0.775	0.914862731954	1.05414488083	0.775580583077	0.0025	0.03	-0.025
crossAB	Fantasy-Not-Psychological_randomA	Psychological-Not-Fantasy_randomB					1995.655	1996.55	0.825	0.705	0.455	0.475	-0.186657782532	-0.171003298712	-0.202312266353	0.3	0.23	0.37
self1	Fantasy-Not-Psychological_randomA	Fantasy-Not-Psychological_randomB					1995.655	1995.865	0.825	0.865	0.89	0.92	1.45060423779	1.56204038994	1.33916808564	-0.06	-0.055	-0.065
crossAB	SubjDetective_randomA	SubjHistory_randomB					1978.085	1927.825	0.875	0.82	0.365	0.45	-0.378167547064	-0.305022240593	-0.451312853535	0.44	0.37	0.51
crossBA	Fantasy-Not-Psychological_randomB	Psychological-Not-Fantasy_randomA					1995.865	1996.52	0.865	0.695	0.445	0.47	-0.284277518456	-0.152785129703	-0.41576990721	0.3225	0.225	0.42
self1	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
self2	Psychological-Not-Fantasy_randomA	Psychological-Not-Fantasy_randomB					1996.52	1996.55	0.695	0.705	0.815	0.84	0.77843234359	0.780852645417	0.776012041762	-0.1275	-0.135	-0.12
crossBA	SubjDetective_randomB	SubjHistory_randomA					1978.355	1928.295	0.915	0.79	0.48	0.475	-0.272729855145	-0.284959465331	-0.26050024496	0.375	0.315	0.435
self2	SubjHistory_randomA	SubjHistory_randomB					1928.295	1927.825	0.79	0.82	0.85	0.885	1.24250779798	1.29148125477	1.1935343412	-0.0625	-0.065	-0.06
crossAB	Fantasy_randomA	SubjHumor_randomB					1995.69	1924.1	0.865	0.945	0.43	0.38	-0.56648637665	-0.509613165029	-0.623359588271	0.5	0.565	0.435
self1	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
crossAB	SubjDetective_randomA	SubjShortstoriesOther_randomB					1978.085	1974.32	0.875	0.78	0.355	0.455	-0.472456585951	-0.449804807379	-0.495108364522	0.4225	0.325	0.52
crossBA	Fantasy_randomB	SubjHumor_randomA					1995.81	1924.88	0.865	0.93	0.47	0.44	-0.342170654337	-0.335478787153	-0.348862521521	0.4425	0.49	0.395
self1	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
self2	SubjHumor_randomA	SubjHumor_randomB					1924.88	1924.1	0.93	0.945	0.91	0.935	1.65905798076	1.67771435905	1.64040160248	0.015	0.01	0.02
crossBA	SubjDetective_randomB	SubjShortstoriesOther_randomA					1978.355	1974.585	0.915	0.78	0.365	0.42	-0.480676876381	-0.511032482408	-0.450321270354	0.455	0.36	0.55
self2	SubjShortstoriesOther_randomA	SubjShortstoriesOther_randomB					1974.585	1974.32	0.78	0.78	0.825	0.82	1.21893698536	1.22771083363	1.21016313709	-0.0425	-0.04	-0.045
crossAB	Fantasy-Not-SubjFairytales_randomA	SubjFairytales-Not-Fantasy_randomB					1995.745	1925.621212121212	0.805	0.959595959596	0.57	0.70202020202	0.570167578702	0.48434021188	0.655994945524	0.246287878788	0.257575757576	0.235
self1	Fantasy-Not-SubjFairytales_randomA	Fantasy-Not-SubjFairytales_randomB					1995.745	1995.71	0.805	0.87	0.87	0.93	1.35756200751	1.40558152592	1.30954248911	-0.0625	-0.06	-0.065
crossAB	SubjDetective_randomA	SubjSFAmerican_randomB					1978.085	1981.345	0.875	0.92	0.485	0.465	0.124805954547	0.176756963148	0.0728549459456	0.4225	0.455	0.39
crossBA	Fantasy-Not-SubjFairytales_randomB	SubjFairytales-Not-Fantasy_randomA					1995.71	1923.74	0.87	0.975	0.62	0.72	0.63558235611	0.656210359849	0.614954352372	0.2525	0.255	0.25
self1	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
self2	SubjFairytales-Not-Fantasy_randomA	SubjFairytales-Not-Fantasy_randomB					1923.74	1925.621212121212	0.975	0.959595959596	0.98	0.954545454545	1.8085826448	1.65441643759	1.96274885201	2.52525252525e-05	0.0050505050505	-0.005
crossBA	SubjDetective_randomB	SubjSFAmerican_randomA					1978.355	1982.785	0.915	0.9	0.465	0.47	0.164565660797	0.225337101914	0.10379421968	0.44	0.43	0.45
self2	SubjSFAmerican_randomA	SubjSFAmerican_randomB					1982.785	1981.345	0.9	0.92	0.885	0.945	1.37977533051	1.38713092113	1.37241973989	-0.005	-0.025	0.015
crossAB	Fantasy_randomA	SubjShortstoriesAmerican_randomB					1995.69	1968.775	0.865	0.805	0.46	0.465	-0.107732711689	-0.165495124202	-0.0499702991763	0.3725	0.34	0.405
crossAB	SubjDetective_randomA	SubjFantasy_randomB					1978.085	1983.5	0.875	0.885	0.54	0.54	0.201341484713	0.19791828622	0.204764683206	0.34	0.345	0.335
self1	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
self1	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
crossBA	Fantasy_randomB	SubjShortstoriesAmerican_randomA					1995.81	1968.11	0.865	0.78	0.495	0.565	-0.0273659387315	-0.0170210690583	-0.0377108084046	0.2925	0.215	0.37
crossBA	SubjDetective_randomB	SubjFantasy_randomA					1978.355	1983.555	0.915	0.84	0.57	0.5	0.224398571536	0.216637981858	0.232159161214	0.3425	0.34	0.345
self2	SubjShortstoriesAmerican_randomA	SubjShortstoriesAmerican_randomB					1968.11	1968.775	0.78	0.805	0.805	0.775	0.914862731954	1.05414488083	0.775580583077	0.0025	0.03	-0.025
self2	SubjFantasy_randomA	SubjFantasy_randomB					1983.555	1983.5	0.84	0.885	0.885	0.945	1.38533890171	1.40085648128	1.36982132215	-0.0525	-0.06	-0.045
crossAB	Domestic_randomA	Horror_randomB					1994.725	1989.3	0.715	0.905	0.41	0.355	-0.247669264032	-0.302807602701	-0.192530925363	0.4275	0.55	0.305
crossAB	Fantasy_randomA	SubjHistory_randomB					1995.69	1927.825	0.865	0.82	0.615	0.51	0.277065702781	0.0165529254499	0.537578480111	0.28	0.31	0.25
self1	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
self1	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
crossBA	Domestic_randomB	Horror_randomA					1994.69	1991.42	0.72	0.85	0.455	0.44	-0.120828400786	-0.0581032480517	-0.18355355352	0.3375	0.41	0.265
crossBA	Fantasy_randomB	SubjHistory_randomA					1995.81	1928.295	0.865	0.79	0.66	0.55	0.414973371376	0.193893069119	0.636053673633	0.2225	0.24	0.205
self2	Horror_randomA	Horror_randomB					1991.42	1989.3	0.85	0.905	0.88	0.95	1.3477431493	1.39662576079	1.29886053782	-0.0375	-0.045	-0.03
self2	SubjHistory_randomA	SubjHistory_randomB					1928.295	1927.825	0.79	0.82	0.85	0.885	1.24250779798	1.29148125477	1.1935343412	-0.0625	-0.065	-0.06
crossAB	Domestic-Not-Christian_randomA	Christian-Not-Domestic_randomB					1995.35	1971.7525252525252	0.735	0.833333333333	0.53	0.530303030303	0.0122668782206	-0.0446637054189	0.0691974618602	0.254015151515	0.30303030303	0.205
self1	Domestic-Not-Christian_randomA	Domestic-Not-Christian_randomB					1995.35	1994.58	0.735	0.73	0.765	0.805	1.21649640512	1.17571186182	1.25728094842	-0.0525	-0.075	-0.03
crossBA	Domestic-Not-Christian_randomB	Christian-Not-Domestic_randomA					1994.58	1971.392857142857	0.73	0.811224489796	0.495	0.505102040816	0.0313158242398	0.0848703697637	-0.022238721284	0.27056122449	0.30612244898	0.235
crossAB	Fantasy_randomA	SubjShortstoriesOther_randomB					1995.69	1974.32	0.865	0.78	0.46	0.425	-0.0561865813248	-0.281968366406	0.169595203756	0.38	0.355	0.405
self2	Christian-Not-Domestic_randomA	Christian-Not-Domestic_randomB					1971.392857142857	1971.7525252525252	0.811224489796	0.833333333333	0.933673469388	0.90404040404	1.09288722785	1.18638684011	0.999387615585	-0.0965780251495	-0.0707070707071	-0.122448979592
self1	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
crossBA	Fantasy_randomB	SubjShortstoriesOther_randomA					1995.81	1974.585	0.865	0.78	0.43	0.435	-0.260585343584	-0.253924527516	-0.267246159653	0.39	0.345	0.435
crossAB	Domestic_randomA	Juvenile_randomB					1994.725	1892.49	0.715	0.81	0.525	0.565	0.282909123713	0.192593179363	0.373225068062	0.2175	0.245	0.19
self2	SubjShortstoriesOther_randomA	SubjShortstoriesOther_randomB					1974.585	1974.32	0.78	0.78	0.825	0.82	1.21893698536	1.22771083363	1.21016313709	-0.0425	-0.04	-0.045
self1	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
crossBA	Domestic_randomB	Juvenile_randomA					1994.69	1892.295	0.72	0.81	0.47	0.535	0.0879717627818	0.0543533193557	0.121590206208	0.2625	0.275	0.25
crossAB	Fantasy_randomA	SubjSFAmerican_randomB					1995.69	1981.345	0.865	0.92	0.72	0.815	0.92546535741	0.974274698729	0.87665601609	0.125	0.105	0.145
self2	Juvenile_randomA	Juvenile_randomB					1892.295	1892.49	0.81	0.81	0.87	0.91	1.18767191376	1.17019167943	1.2051521481	-0.08	-0.1	-0.06
self1	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
crossAB	Domestic_randomA	Western_randomB					1994.725	1967.605	0.715	0.895	0.47	0.49	-0.00733131458199	-0.0486485575158	0.0339859283518	0.325	0.405	0.245
crossBA	Fantasy_randomB	SubjSFAmerican_randomA					1995.81	1982.785	0.865	0.9	0.76	0.825	0.995460716537	1.07743993759	0.913481495488	0.09	0.075	0.105
self1	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
self2	SubjSFAmerican_randomA	SubjSFAmerican_randomB					1982.785	1981.345	0.9	0.92	0.885	0.945	1.37977533051	1.38713092113	1.37241973989	-0.005	-0.025	0.015
crossBA	Domestic_randomB	Western_randomA					1994.69	1967.53	0.72	0.895	0.485	0.51	0.01305023954	0.000145503638618	0.0259549754414	0.31	0.385	0.235
self2	Western_randomA	Western_randomB					1967.53	1967.605	0.895	0.895	0.925	0.95	1.70650913857	1.71768309724	1.69533517991	-0.0425	-0.055	-0.03
crossAB	Fantasy_randomA	SubjFantasy_randomB					1995.69	1983.5	0.865	0.885	0.78	0.795	0.982479324398	1.00245929936	0.962499349432	0.0875	0.09	0.085
self1	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
crossAB	Domestic_randomA	SubjJuvenile_randomB					1994.725	1910.375	0.715	0.83	0.555	0.58	0.347518182313	0.296930083488	0.398106281138	0.205	0.25	0.16
crossBA	Fantasy_randomB	SubjFantasy_randomA					1995.81	1983.555	0.865	0.84	0.82	0.785	1.00442778456	1.02716375434	0.981691814787	0.05	0.055	0.045
self1	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
self2	SubjFantasy_randomA	SubjFantasy_randomB					1983.555	1983.5	0.84	0.885	0.885	0.945	1.38533890171	1.40085648128	1.36982132215	-0.0525	-0.06	-0.045
crossBA	Domestic_randomB	SubjJuvenile_randomA					1994.69	1910.43	0.72	0.835	0.56	0.545	0.269888774465	-0.00215555722739	0.541933106158	0.225	0.29	0.16
self2	SubjJuvenile_randomA	SubjJuvenile_randomB					1910.43	1910.375	0.835	0.83	0.865	0.925	1.63980377352	1.54494951658	1.73465803045	-0.0625	-0.095	-0.03
crossAB	Adventure_randomA	Humor_randomB					1982.44	1989.82	0.755	0.815	0.5	0.5	0.0594452604442	0.0765732217128	0.0423172991757	0.285	0.315	0.255
self1	Adventure_randomA	Adventure_randomB					1982.44	1982.27	0.755	0.83	0.845	0.89	1.33943967772	1.46500319697	1.21387615847	-0.075	-0.06	-0.09
crossAB	Domestic_randomA	Political_randomB					1994.725	1988.25	0.715	0.785	0.45	0.4	-0.314789315383	-0.33908991497	-0.290488715797	0.325	0.385	0.265
self1	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
crossBA	Adventure_randomB	Humor_randomA					1982.27	1990.17	0.83	0.825	0.505	0.525	0.00855651884704	0.0275821818795	-0.0104691441854	0.3125	0.3	0.325
crossBA	Domestic_randomB	Political_randomA					1994.69	1988.255	0.72	0.785	0.455	0.465	-0.190271098194	-0.0922203448321	-0.288321851556	0.2925	0.32	0.265
self2	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
self2	Political_randomA	Political_randomB					1988.255	1988.25	0.785	0.785	0.86	0.875	1.11304259133	1.08200069452	1.14408448814	-0.0825	-0.09	-0.075
crossAB	Adventure_randomA	SF_randomB					1982.44	1987.275	0.755	0.9	0.595	0.785	0.940975915599	0.967190751311	0.914761079887	0.1375	0.115	0.16
crossAB	Domestic_randomA	Shortstories_randomB					1994.725	1987.18	0.715	0.655	0.495	0.505	0.00143108153009	-0.0314361369381	0.0342982999983	0.185	0.15	0.22
self1	Adventure_randomA	Adventure_randomB					1982.44	1982.27	0.755	0.83	0.845	0.89	1.33943967772	1.46500319697	1.21387615847	-0.075	-0.06	-0.09
self1	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
crossBA	Adventure_randomB	SF_randomA					1982.27	1987.39	0.83	0.885	0.6	0.69	0.700494322673	0.685383165324	0.715605480023	0.2125	0.195	0.23
crossBA	Domestic_randomB	Shortstories_randomA					1994.69	1986.255	0.72	0.67	0.44	0.46	-0.189551747607	-0.124137844547	-0.254965650667	0.245	0.21	0.28
self2	SF_randomA	SF_randomB					1987.39	1987.275	0.885	0.9	0.935	0.94	1.88016709537	1.86682414498	1.89351004576	-0.045	-0.04	-0.05
self2	Shortstories_randomA	Shortstories_randomB					1986.255	1987.18	0.67	0.655	0.73	0.775	0.743562677898	0.585651157223	0.901474198573	-0.09	-0.12	-0.06
crossAB	Domestic-Not-Bildungsroman_randomA	Bildungsroman-Not-Domestic_randomB					1994.61	1977.205	0.765	0.735	0.67	0.625	0.62593956193	0.633434365626	0.618444758235	0.1025	0.11	0.095
crossAB	Adventure-Not-Historical_randomA	Historical-Not-Adventure_randomB					1983.555	1986.65	0.775	0.825	0.57	0.505	0.245605699477	0.230534689106	0.260676709848	0.2625	0.32	0.205
self1	Domestic-Not-Bildungsroman_randomA	Domestic-Not-Bildungsroman_randomB					1994.61	1994.645	0.765	0.69	0.745	0.78	0.905482457002	0.778566765703	1.0323981483	-0.035	-0.09	0.02
self1	Adventure-Not-Historical_randomA	Adventure-Not-Historical_randomB					1983.555	1983.455	0.775	0.785	0.87	0.835	1.07110969899	0.965642513823	1.17657688416	-0.0725	-0.05	-0.095
crossBA	Domestic-Not-Bildungsroman_randomB	Bildungsroman-Not-Domestic_randomA					1994.645	1977.22	0.69	0.735	0.625	0.605	0.537025663636	0.509707470668	0.564343856604	0.0975	0.13	0.065
crossBA	Adventure-Not-Historical_randomB	Historical-Not-Adventure_randomA					1983.455	1986.65	0.785	0.77	0.51	0.565	0.19374738429	0.29120941854	0.0962853500407	0.24	0.205	0.275
self2	Bildungsroman-Not-Domestic_randomA	Bildungsroman-Not-Domestic_randomB					1977.22	1977.205	0.735	0.735	0.83	0.81	0.8153139309	0.787928492223	0.842699369578	-0.085	-0.075	-0.095
self2	Historical-Not-Adventure_randomA	Historical-Not-Adventure_randomB					1986.65	1986.65	0.77	0.825	0.855	0.88	1.16158198903	1.1872715265	1.13589245156	-0.07	-0.055	-0.085
crossAB	Domestic-Not-Love_randomA	Love-Not-Domestic_randomB					1994.78	1982.43	0.745	0.7	0.575	0.55	0.372106866352	0.280941616973	0.463272115732	0.16	0.15	0.17
